854.5	323.5
859.167	322.167
865.167	319.5
867.167	316.167
870.5	312.833
872.25	311.5
874.75	310.75
876.25	309
878	305.75
880	303.75
881.75	302.25
883.25	300.75
883.25	298.75
883.5	297
884.75	295.75
886.25	293.75
886.25	292.25
886.25	290
886.25	287.25
886.25	285.25
886.25	283.25
886.25	281.5
886.25	279.25
886.25	276.5
886	272.5
885.5	268.25
885.5	265.25
885.5	263.5
884.25	260.75
883.75	256.5
883.5	254
883	252.5
881.25	249.5
879.75	246.25
878.25	243.75
876.25	241.25
875.25	240.25
872.25	237.75
870.5	235.75
869.25	233.5
868.25	232.25
866.75	231.25
864.75	228.5
864.75	228.5
862.75	225.25
861.25	223.5
860.25	222.25
859.25	220.75
858.25	219.5
856.25	216.5
854.5	214.75
853.25	212.5
851.75	211.5
849	210.75
846.5	208.75
844.75	207.25
842.25	205.75
841.5	204.75
840.5	202.75
837.5	201.5
835.5	200.25
833.5	199.75
831.75	197.75
829.75	196.5
824.833	192.833
818.167	190.167
814.833	186.833
810.167	182.167
805.5	180.167
802.833	178.167
799.5	176.167
796.167	174.833
793.5	173.5
791.5	171.5
784.167	168.833
781.5	168.167
778.167	168.167
774.167	166.167
768.833	165.5
763.5	160.167
760.167	158.833
757.5	158.167
753.5	156.833
750.75	155.833
748.333	154.583
745.75	153.75
744.417	153.083
742.167	152.167
739.167	151.083
736.5	149.75
733	149.5
731.5	149
727	148
722	148
718.5	148
712	148
705.5	148
701.5	147.5
698	147.5
694	147.5
690	147.5
687	148
683	149.5
680	151
676	153
673.5	153
669.5	155
666.5	155
662.5	156.5
658	158
654.5	162.5
650	164.5
647.5	168.5
645	170.5
640.5	175
637.5	177.5
634	179.5
629.5	182
625.5	184
622	186.5
618.5	189
616	190
614	191.5
610.5	192.5
608	193.5
604.5	195
600	197.5
597.5	198.5
594	201
590.5	202.5
587.5	204
584	204
580	206.5
577.5	208
573	208.5
567	208.5
566	209
562	211
559	210
553.5	212.5
551	212.5
547.5	212.5
545	213
540.5	215
535.5	215
531.5	216.5
526.5	217.5
522.5	217.5
520	218
515.5	222
507.5	225
498	226.5
491.25	227.75
486.75	227.75
483.75	228.5
480.5	229.75
477.5	229.75
475	229.75
472.75	229.75
471.75	231
468.25	230.5
465.5	231
463.25	231
461.75	231
459.75	231
457	231
454	231.75
449.25	231.75
448	232
445	232
440.75	232
435.5	232
433.5	232.5
429.25	232.5
427.25	232.5
424	232.5
422	232.5
419.333	232.667
416	232.667
413	232.333
410.833	232
408.333	232
407	232
405	232
403	232
400.667	232
398	232
396.667	232.167
393	232.833
391.5	232.5
389.667	233.667
387.833	233.833
384.5	234.667
382.667	234.667
379.833	234.833
376.833	234.667
374.167	234
372.167	233.667
370.167	233.167
368.167	232.667
367	231
365.5	229.167
364.167	226.5
361.5	225.5
359.167	224.5
357.5	223.167
355.833	222.5
353.5	221.833
351.833	220.833
348.833	219.833
345.167	219.5
343.5	217.167
340.833	214.833
338.833	214.167
336.5	213.167
333.5	212.5
328.833	211.167
326.167	209.167
324.5	208.167
322.833	206.5
321.833	205.5
319.5	203.833
319.5	201.833
315.5	201.833
310.5	198.833
307.167	197.5
303.5	196.167
301.833	194.167
300.5	194.167
297.833	193.5
294.833	191.833
290.833	190.5
287.167	189.833
285.167	189.167
283.167	188.167
279.5	186.833
276.833	186.833
272.833	186.5
270.167	184.5
265.5	184.5
262.167	184.167
258	184
252	184
248	186
243.5	186
239	187.5
234	188.5
229.5	190
226	193
223.5	193
220.5	194.5
215.5	196
212	197.5
207.5	199.5
202	201.5
196.5	204
194	206
189	209
183.5	211.5
176.5	214.5
172.5	216.5
172.5	221
168.5	223
163.5	226
159	229
155	234
152.5	238.5
148	243
145	249
140.5	254.5
138.5	261
136.5	265.5
134	268.5
134	273
133.25	276.75
131.75	279.75
130.75	284
128.75	287.5
128.25	292
127.5	295.5
126	299.75
125.5	303.75
123.75	309
121.75	312.75
120.75	316.75
120.75	320.75
120.25	324.5
120.25	329
120	332.5
119.5	338
118.25	341.25
118.25	345.75
118.25	350.5
118	353.75
118	356.25
118	361
118	364.75
118	368.75
118.25	372.75
119.5	378.25
121.25	381
122.5	385.25
125.25	389.25
128.25	391.5
132	394.5
136.75	396
